param WF := 358;
param R := 17;
param roadCost := 1000000;
param conCost := 75;
param waterin :=
1   158
2	635
3	155
4	658
5	2386
6	2909
7	2905
8	1311
9	1523
10	5499
11	5723
12	3912
13	9834
14	9404
15	5408
16	12791
17	7235
18	19684
19	48643
20	61668
21	141571
22	238
23	1023166
24	821328
25	69
26	530
27	94964
28	372
29	767
30	733
31	391
32	780
33	508
34	3133
35	1235
36	1588
37	1190
38	2933
39	3935
40	4428
41	3982
42	5617
43	3631
44	21684
45	24212
46	17600
47	54225
48	139026
49	5
50	266377
51	12
52	53
53	100
54	257
55	171
56	403
57	270
58	149
59	639
60	91
61	520
62	100
63	500
64	100
65	898
66	200
67	705
68	2400
69	1000
70	651
71	3565
72	830
73	3029
74	2397
75	0
76	100
77	6237
78	500
79	6588
80	5981
81	2970
82	5500
83	5000
84	5111
85	4593
86	4350
87	6087
88	4551
89	1500
90	1700
91	27728
92	6000
93	6900
94	17770
95	11733
96	7873
97	1500
98	15607
99	286834
100	385990
101	347230
102	32520
103	0
104	958
105	140
106	72
107	600
108	673
109	437
110	0
111	1897
112	1157
113	3000
114	1460
115	2774
116	2000
117	0
118	577
119	6405
120	3414
121	1422
122	3988
123	0
124	3264
125	5431
126	2345
127	0
128	11000
129	13702
130	10000
131	8870
132	12785
133	15000
134	10588
135	5385
136	0
137	41373
138	110000
139	0
140	112751
141	2845
142	547
143	4112
144	0
145	103441
146	235656
147	552157
148	20
149	112
150	117
151	117
152	117
153	117
154	117
155	3
156	130
157	117
158	117
159	117
160	117
161	117
162	117
163	117
164	30
165	45
166	200
167	117
168	117
169	117
170	117
171	117
172	117
173	134
174	117
175	300
176	117
177	117
178	117
179	136
180	71
181	117
182	117
183	179
184	774
185	234
186	456
187	83
188	117
189	179
190	1303
191	1101
192	269
193	282
194	791
195	239
196	167
197	804
198	1400
199	851
200	3031
201	1403
202	111
203	1484
204	798
205	1330
206	1863
207	1356
208	1247
209	1478
210	1563
211	1303
212	3000
213	1012
214	3000
215	868
216	2693
217	1324
218	1404
219	6324
220	3542
221	5703
222	4122
223	7310
224	13100
225	1348
226	12437
227	0
228	10515
229	33074
230	0
231	76909
232	67433
233	21016
234	137441
235	420000
236	323768
237	461746
238	24
239	194
240	107
241	35
242	303
243	277
244	345
245	1376
246	815
247	2584
248	3432
249	1890
250	1192
251	2805
252	3837
253	13964
254	14809
255	13220
256	9999
257	18719
258	28399
259	12965
260	47301
261	0
262	71
263	497
264	310
265	0
266	1339
267	389
268	279
269	750
270	335
271	891
272	729
273	4882
274	1591
275	442
276	0
277	96
278	1914
279	1556
280	1273
281	0
282	2992
283	2729
284	539
285	13
286	0
287	82
288	65
289	174
290	4559
291	2496
292	3315
293	1843
294	17788
295	55095
296	77
297	256
298	77
299	247
300	75
301	15
302	142
303	442
304	196
305	341
306	336
307	679
308	443
309	625
310	332
311	819
312	146
313	627
314	273
315	210
316	2222
317	1171
318	1341
319	856
320	831
321	230
322	2457
323	1832
324	2389
325	3583
326	142
327	3246
328	3856
329	11985
330	30043
331	20500
332	23500
333	5800
334	9000
335	500
336	2500
337	3000
338	3000
339	6500
340	6300
341	12600
342	11662
343	12316
344	5099
345	20500
346	10500
347	6900
348	10500
349	12000
350	20500
351	12800
352	10400
353	21300
354	3300
355	9500
356	5000
357	18500
358	175;

param DRtoWF : 	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 :=
1	2475905.147	30808.81969	7222.094389	52223.7787	53764.05463	44545.05953	49530.8463	62975.22302	77988.59951	116600.7769	106601.3183	188410.9133	206775.2423	218557.337	222396.8131	258181.1266	312564.4848
2	2463027.392	59937.34436	42340.84304	79954.86337	82526.7065	62714.11383	70779.47292	93641.51367	115107.4346	147305.554	143973.1951	224962.5829	243774.6861	255271.4796	259567.9163	295302.4413	349739.3548
3	2480575.071	56178.0298	50842.57169	73046.50078	76108.42201	79281.15295	86706.42732	106040.9659	116722.0512	159974.4893	146685.3741	223791.5289	243765.4163	254354.0759	260175.8866	295572.4457	354179.0829
4	2484610.927	45754.61334	42469.68047	63028.80629	66021.79542	74038.7929	80917.06385	98204.18816	106360.3137	151983.6933	136378.2086	213366.1038	233321.072	243924.2402	249734.1379	285127.9542	343953.5936
5	2484610.927	45754.61334	42469.68047	63028.80629	66021.79542	74038.7929	80917.06385	98204.18816	106360.3137	151983.6933	136378.2086	213366.1038	233321.072	243924.2402	249734.1379	285127.9542	343953.5936
6	2480258.323	49919.26589	43575.66061	67713.81468	70656.14275	73058.44476	80265.79471	98925.30287	109825.7953	152835.07	139696.5406	217439.1301	237221.2145	247971.8293	253539.9566	289002.835	347087.3614
7	2482318.342	46768.7628	41687.37107	64505.50178	67446.98589	72431.55801	79432.94932	97286.77109	106894.1819	151135.3142	136822.2099	214322.5997	234153.1443	244862.4632	250500.9382	285943.1305	344292.5659
8	2465513.126	48871.18156	27628.37465	69892.21868	72114.77464	51086.9558	58598.95778	79637.94757	101054.75	133496.6173	129605.0163	211355.5916	229833.5529	241553.6392	245468.6979	281252.5646	335049.6008
9	2456736.671	55078.46516	28123.34535	76495.76321	78437.71162	43312.93929	51320.60823	74805.46052	102644.8912	128202.4532	130212.8894	213471.4671	231285.9496	243427.8827	246553.1183	282413.8608	333957.1998
10	2460361.823	48556.38272	19246.932	70056.70063	71746.13539	38052.7623	45401.20583	66873.0333	93670.41144	120593.8261	121106.6354	204541.4658	222244.1898	234447.439	237469.1552	273334.5397	324908.9251
